닉네임,날짜,내용,종목
고도리롱,2025-01-17T10:24:39+09:00,"파도임? 이거 무한 반복임?
ㅋㅋㅋㅋ",005930
살까팔까힉,2025-01-17T10:24:26+09:00,평단오기만해봐 팔아버린다,005930
LeeDaV,2025-01-17T10:23:40+09:00,이래서 전문 경영인 제도를 택해야됨.. 세습제도는 망하는 지름길..윗 동네만 봐도 알지 않나,005930
뜨지요,2025-01-17T10:23:10+09:00,내년에 보자구우우,005930
MAKEOUTHILL,2025-01-17T10:22:23+09:00,근데 이제는 진짜 누구 탓 할건가요? 때려 죽어도 삼전 펀더멘탈 탓은 안하시던데,005930
첫걸금,2025-01-17T10:21:10+09:00,오십만원간다,005930
파파몽,2025-01-17T10:19:57+09:00,지금이 기회라고 사는 개미,005930
ddex23,2025-01-17T10:19:55+09:00,잃는게 있으면 얻는것도 있어야지 얘는 언제나 잃네...,005930
내주식만안오름,2025-01-17T10:17:55+09:00,바닥인거같은데 고민되네,005930
무분별한전기차충전소반대,2025-01-17T10:17:40+09:00,오르자,005930
어벙벙9단,2025-01-17T10:17:36+09:00,힘을 전혀 못쓰네 어디다 쓸까 요것을,005930
탐드완,2025-01-17T10:17:09+09:00,급 짜증나네요 아침에 한번씩만 보는데 볼때마다 잔액이 줄어드네요 ㅋㅅㅋㅅㅋㅅ,005930
갱얼쥐87,2025-01-17T10:16:22+09:00,그만하구 올려..!,005930
까륵쿠스투스,2025-01-17T10:15:04+09:00,"삼성전자 3년 동안 물탔다
난 십원 한 푼 손해 볼 마음이 없다
배당금으로 30년 먹는 한 있더라도
단 1원도 삼성전자에서 손해보지 않을 것이다",005930
Weekly회의,2025-01-17T10:14:54+09:00,질문 몇개 받겠습니다,005930
동네바보기린,2025-01-17T10:13:58+09:00,첫 주식입니다 그냥 두고있으려구요 잘부탁드립니다 선배님들,005930
이지베이션,2025-01-17T10:13:31+09:00,자사주 매입 언제죠?,005930
포도님이라규,2025-01-17T10:11:54+09:00,하아.. . 구제불능이네,005930
빵상깨랑꺄랑,2025-01-17T10:10:57+09:00,ㅇㅔ헤이 ㅈ졋네 이거!,005930
춘수얌,2025-01-17T10:09:32+09:00,6-7만 ? 오는거 진심 팩트 하지만 그 사이에 다른거 투자 해서 벌 수 있음 -> 기회비용 없는데 굳이 들어가는건 이해 안됨,005930
언젠간오르겠지쥬,2025-01-17T10:09:30+09:00,이거 진짜 어쩌짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,005930
주식물리기초고수,2025-01-17T10:09:29+09:00,"물리신 선배님들 잘부탁드립니다.
머리박고 인사드립니다.",005930
나만벌자,2025-01-17T10:08:51+09:00,52까지가려나,005930
불장굿,2025-01-17T10:07:13+09:00,이걸 아직사는사람이있네 대단하다 ㄷㄷ,005930
빵상깨랑꺄랑,2025-01-17T10:05:47+09:00,"이러다 이름따라 삼만전자 되겟네
이번에 이름 바꾸자 삼만전자",005930
어서와마이너스는처음이니,2025-01-17T10:03:49+09:00,"s&p500 4배 짜리 물타면서 노세요
쫄리면 노말이나 2-3배 취향껏 하심됩니다",005930
순댓소,2025-01-17T10:02:34+09:00,"54층에서 1000주 탑승할까 고민했는데

단타쟁이로선 참 다행이라 생각...",005930
서노최고,2025-01-17T10:02:06+09:00,회사는 뭐하냐 개한심,005930
파파몽,2025-01-17T10:01:31+09:00,"이건 올라갈 이유가 없음 ㅋㅋ 3일 신용증가니까
니들은 봐야겠다 지옥을 ㅋㅋㅋㅋ",005930
떠날거야국장,2025-01-17T10:01:27+09:00,물타서 빨리빼야겟다 이젠 미련없이..,005930
냐옹이이,2025-01-17T10:01:20+09:00,"삼전은-오른날이없네여
찔금ㆍ오르다가
담은날은-또내려가고
하이닉스좀보송",005930
테니스나달,2025-01-17T09:59:58+09:00,이제 6만전자조차도 보기힘들거예요,005930
곰부즁,2025-01-17T09:59:48+09:00,떡락 가즈으으으아!,005930
기미기미머니,2025-01-17T09:59:03+09:00,그냥 팔래용,005930
오르라륵,2025-01-17T09:58:10+09:00,에휴~,005930
주린이배고픈데,2025-01-17T09:57:26+09:00,얼씨구,005930
민이민2,2025-01-17T09:56:22+09:00,땅굴을하는구나ㅋ,005930
빵상깨랑꺄랑,2025-01-17T09:56:12+09:00,"나 57층 인데 이거 미래 있음?
지금이라도 빼야되나?",005930
파파몽,2025-01-17T09:56:09+09:00,"이걸 내리 꽂아버리네 신용선생님들 멀리 안갑니다
ㅋㅋㅋㅋㅋㅋ",005930
치킨피자떡볶이,2025-01-17T09:56:06+09:00,여기서 더떨어질때가 있다니…..😭,005930
반박시니말이맞아요,2025-01-17T09:55:43+09:00,내돈내놔 ㅠㅠ,005930
치킨맛피자,2025-01-17T09:55:33+09:00,이걸 손절 치다닠,005930
불소나무,2025-01-17T09:55:12+09:00,내돈 먹는 삼전.,005930
마뇨띄,2025-01-17T09:55:05+09:00,간다 가 4만 줜자,005930
소주땡끼네,2025-01-17T09:54:21+09:00,와.. 삼전은 정말 너무하네... 주가관리 진짜 개판이네.. 개미들은 디지든말든.. 신경도 안쓰는구나..,005930
지한아비,2025-01-17T09:54:01+09:00,"미국형들 징하게 파네
얼마까지 보고 저리 파는거야??",005930
주식개미0099,2025-01-17T09:54:00+09:00,난 널 믿어 의심치 않아 이정도면 할만해,005930
삼전우천주주,2025-01-17T09:53:06+09:00,재진입,005930
나스닻,2025-01-17T09:52:32+09:00,않나여?,005930
치킨피자떡볶이,2025-01-17T09:50:31+09:00,"아니 음전말이
안돼잖아 😰?????",005930
그깟닉네임,2025-01-17T09:50:00+09:00,"생각해봐 형들 1년동안 삼전에 호재란게 있었는지

반도체 스마트폰 가전 전부 경쟁력이 떨어지고 있다는 이야기 뿐이잖아",005930
몇대몇,2025-01-17T09:49:15+09:00,자식에게 물려준다면,005930
Cashbear,2025-01-17T09:47:58+09:00,자사주매입을 1년간 10조하는데도 이런거면 진짜 심각하긴한건데...,005930
주식왕김배달,2025-01-17T09:47:06+09:00,"국장 다 불장인데, 삼전은 신기하네",005930
수줍이,2025-01-17T09:46:14+09:00,외국인 3일 이상 매수하는 거 보고 들어가도 될 듯,005930
황오오니,2025-01-17T09:43:39+09:00,ㅉㅉ 이다,005930
짐의뜻대로,2025-01-17T09:43:10+09:00,"독립운동은 못했어도
'삼성전자'는 삽니다
한국인이면 제발 삼전삽시다",005930
GoGo59,2025-01-17T09:42:48+09:00,오늘 입주!,005930
이평때리기,2025-01-17T09:41:57+09:00,"삼전 개잡주 맛탱이간 주식입니다
기다리면 상승할테니
현금채굴에 힘쓰세요!!!!
성투!!!",005930
일룬모스코,2025-01-17T09:41:45+09:00,더 빠지거나 박스권 오래 유지할 듯,005930
콩21,2025-01-17T09:41:17+09:00,"쪼끔 떨어졌는데 구매대기가 압도적이다
단타를 노리는 자들이 이 기회를 놓칠리 없지",005930
인베스트롱,2025-01-17T09:41:13+09:00,트럼프 취임식이 삼전에 주는 영향이 클까용,005930
미스키토,2025-01-17T09:41:05+09:00,하이닉스는 오르는데 넌 뭐하니?,005930
lIIllIIIllll,2025-01-17T09:38:45+09:00,문득 궁금해지네,005930
쥬혀꾸,2025-01-17T09:38:09+09:00,슬슬 진입각 다가오는군,005930
개구리눈알,2025-01-17T09:37:34+09:00,개주식,005930
반디가이,2025-01-17T09:37:03+09:00,아~~~~우~~~,005930
꺼끌이,2025-01-17T09:36:30+09:00,삼전에 물려있는 당신! 미장으로 진작 떠났다면 차한대더 뽑았다는사실 잊지마시길,005930
토끼대운,2025-01-17T09:35:39+09:00,삼성 믿고 투자,005930
진짜김꿀벌,2025-01-17T09:35:01+09:00,재용이형 80층에 사람있어요,005930
불소나무,2025-01-17T09:34:58+09:00,선관위 채용비리 선두. 해채,005930
도독농,2025-01-17T09:34:53+09:00,팔까요,005930
옹장굴,2025-01-17T09:34:39+09:00,무슨일 있어요?,005930
영감님26,2025-01-17T09:34:29+09:00,연기금들 억지로 삼전붙들고 있느라 수고 많네,005930
알바하는아줌마,2025-01-17T09:34:19+09:00,역시...,005930
파파몽,2025-01-17T09:34:05+09:00,징글 징글 하네,005930
흑우마스터,2025-01-17T09:33:31+09:00,"이재명
이재용

답 나옴. 매수",005930
파란자전거,2025-01-17T09:33:10+09:00,"햐~, 참 징글하네",005930
사랑스런바비인형,2025-01-17T09:33:09+09:00,미래가없어..,005930
꽂놀이,2025-01-17T09:33:03+09:00,오늘도 1~2백원에서 놀것네,005930
한방만좀,2025-01-17T09:32:45+09:00,소액 조오금씩,005930
주식왕초짜임,2025-01-17T09:32:14+09:00,저번에도52000물타서56000팔아 행복했음,005930
오키토끼요,2025-01-17T09:31:25+09:00,와 진짜 징글징글하네,005930
저는주린이라하옵니다,2025-01-17T09:31:19+09:00,하...나락가는구나,005930
삼전탈출까지숨참음,2025-01-17T09:30:42+09:00,배당금 30년 받아먹으면 본전이니까 내 나이 60다되가면 빼야지,005930
보물찾,2025-01-17T09:30:34+09:00,왜 위로 못가는겨. 답답해. 이유를 모르갔어,005930
꽂놀이,2025-01-17T09:30:19+09:00,우리나라 망하는거 맞죠?? 그러지않고서야 삼전이 우찌 이런일이ㅠㅠ,005930
더도말고백억만벌자,2025-01-17T09:29:37+09:00,이러다 하닉한테 잡히것다 분발해라,005930
도독농,2025-01-17T09:29:13+09:00,삼성땜에 미치겠네,005930
햇병이라,2025-01-17T09:29:12+09:00,리플에서 다번거 삼성에서 다 잃는둥 아.....,005930
야고신,2025-01-17T09:27:06+09:00,"부자 망해도 삼년가고
중요한건 지금 분골쇠신중인듯ᆢ
멀리보고 ᆢ
멀리보고ᆢ
노력하는게없어 보이면
ᆢ",005930
주린이다고요,2025-01-17T09:27:01+09:00,ㅡㅡ,005930
Dgille,2025-01-17T09:26:43+09:00,삼성 괜히샀다 너무 후회된다,005930
덕덕덕행,2025-01-17T09:25:13+09:00,추매,005930
꿍꿍깡,2025-01-17T09:24:47+09:00,오늘도 활발하네융,005930
mingpol,2025-01-17T09:24:30+09:00,다들 걍 미장으로 가세요~~,005930
뽀롱뚱이,2025-01-17T09:23:18+09:00,어제+3만원일때 팔껄,005930
배신감,2025-01-17T09:22:47+09:00,이거너무심한거아니오 재용이형!,005930
새별하늘,2025-01-17T09:22:32+09:00,에휴.,005930
알바하는아줌마,2025-01-17T09:22:20+09:00,10월에 삼성에서 날린거 복구하려고 진입,005930
푸르른른,2025-01-17T09:22:19+09:00,"본주 자사주 신청가능수량 8,944,628 주 남았음 요즘 60만주씩 사는중
다음달 초면 끝날거 같음. 이거 끝나면 어떻게 되려나",005930
십떤껌,2025-01-17T09:21:58+09:00,아이고,005930
mingpol,2025-01-17T09:21:08+09:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 역시나,005930
찌바구리,2025-01-17T09:21:03+09:00,에고!!지쳤다,005930
봤냐맨이야,2025-01-17T09:20:59+09:00,아이고 쁘띠형,005930
소소하게1,2025-01-17T09:20:48+09:00,신입 인사박습니다,005930
삼성상승,2025-01-17T09:19:50+09:00,"본전 기회 2번있었는데 괜한 희망으로 놓쳤네요
한번 기회가 올까요",005930
빵귤이,2025-01-17T09:19:03+09:00,양키 놈들 징하네...,005930
나만의떡상존,2025-01-17T09:17:05+09:00,4만대일때 뵙겠슴둥,005930
큭킥콕,2025-01-17T09:16:57+09:00,실망하고 관망하다 다시 돌아왔어,005930
즐거운마음,2025-01-17T09:16:45+09:00,흘러 내리네,005930
금융부자,2025-01-17T09:16:36+09:00,외인들 짱깨임 기관 아니면 대부분 미국 버거형들은 한국장 안건드림 이거 다들 쉬쉬하는건데 한중전은 이미 20년 국장에서 시작됨 악성 단타쟁이들 중국장 무너저서 여기옴. 삼성이 망하길 바라는 중국이지,005930
탈출로켓발사대,2025-01-17T09:16:14+09:00,설마 우리 삼전형 그때가지 57000은 한 번 가주겠지,005930
명금당,2025-01-17T09:15:59+09:00,하이닉스 부하네,005930
힝구아비,2025-01-17T09:15:34+09:00,"오르는 기대는 안했는데
쥰내 떨어지네 하...",005930
영감님26,2025-01-17T09:15:22+09:00,연기금 없으면 진즉 망쪼,005930
개잡주안산다고해놓고또샀네,2025-01-17T09:15:19+09:00,"또 흐르네 ㅋㅋ 이게 주식인가, 마이너스 통장인가",005930
국통사군경,2025-01-17T09:15:12+09:00,"조진건가요
삼전 망하나요?",005930
포비김,2025-01-17T09:14:42+09:00,징하네요.. ㅠㅠ 털어 낼때 까지는 계속 이 추세로 갈것 같은데요,005930
하힝히,2025-01-17T09:14:23+09:00,52가겠네,005930
예금보다더벌자,2025-01-17T09:12:43+09:00,삼전은 안사는게 돈 버는것이란걸 미리 알았다면 얼마나 좋았을까...,005930
핑크쏘세지,2025-01-17T09:12:41+09:00,"애착인형처럼 돈잃었는데 사려고하는 내손꾸락. ....
삼쪽...",005930
버티고홀딩하는샤미코,2025-01-17T09:12:09+09:00,오늘 종가예상,005930
lIIllIIIllll,2025-01-17T09:09:06+09:00,"🤡🤡🤡🤡🤡🤡🤡🤡
🤡🤡🤡🤡🤡🤡🤡🤡
🤡🤡
🤡🤡
🤡🤡🤡🤡🤡🤡🤡🤡
🤡🤡🤡🤡🤡🤡🤡🤡
🤡🤡 🤡🤡
🤡🤡 🤡🤡
🤡🤡🤡🤡🤡🤡🤡🤡
🤡🤡🤡🤡🤡🤡🤡🤡",005930
대박아님쪽박,2025-01-17T09:08:39+09:00,아오 대박이 아니라 쪽박이었어,005930
튀슬라,2025-01-17T09:07:55+09:00,"너 이제 1등 아니야...정신차리고 살아야해
앞만보는 시기는 갔어! sk뒤에서 아득바득 붙어서 1위노려야해",005930
줍줍중임,2025-01-17T09:07:07+09:00,진짜 좀 너무하다,005930
냥형사,2025-01-17T09:06:54+09:00,ㅋㅋㅋㅋㅋㅋㅋ진짜 일부러 이러기도 힘든거아님??,005930
나만의떡상존,2025-01-17T09:06:32+09:00,역시.. ㅋㅋ,005930
튀슬라,2025-01-17T09:06:26+09:00,뭐해 정신차려,005930
단타충이당,2025-01-17T09:06:19+09:00,삼성도 예전의 위치인 그것도 5년전 가격을 향해가는거니 아놔 ㅋㅋㅋ,005930
추적이는여름비가되어,2025-01-17T09:04:35+09:00,삼전아 내가돌아왔다 6만가자,005930
해외가고싶다,2025-01-17T09:03:29+09:00,또 팔아?,005930
씽코인,2025-01-17T09:03:13+09:00,진입,005930
배당으로부자되자,2025-01-17T09:03:08+09:00,본전 오면 뒤도 안 돌아보고 도망갈 사람이면 개추 ㅋㅋ,005930
단타충이당,2025-01-17T09:02:39+09:00,이익 보지 않을테니깐 본전만 찾게 올라다오,005930
님마오,2025-01-17T09:02:36+09:00,지겹다...,005930
갈무지,2025-01-17T09:02:34+09:00,지금 사면 적당할까요?,005930
anasi,2025-01-17T09:02:33+09:00,삼만전자 사망전자 오늘도 이름값하려나 보네 ㅋㅋ,005930
파파몽,2025-01-17T09:02:30+09:00,이래야 삼성이지,005930
으음음음음,2025-01-17T09:02:25+09:00,ㅋㅋㅋ 어제 종가에 5주 추매 했는데…,005930
피란하늘,2025-01-17T09:02:06+09:00,하이닉스좀 본받자 ㅠㅠ,005930
아이이이기아이이기,2025-01-17T09:01:46+09:00,우리 삼성전자 우리 삼성전자!!!,005930
도달지,2025-01-17T09:00:58+09:00,지긋지긋하다 어휴,005930
명인이,2025-01-17T09:00:49+09:00,시작부터 처박네 ㅡㅡ,005930
미다스의손절,2025-01-17T08:54:17+09:00,오늘은 재미 없겠네 ㅠ,005930
목포낭만검객부캐,2025-01-17T08:51:43+09:00,"1. 지표 발표 애매함에 나스닥 하락 하였지만 양자주들 소폭 상승

2. FBI, 다양성 • 형평성 • 포용성실 (DEI) 폐지

3. 작년 미국 전기차 판매 130만대 돌파, 사상 최고 : 1,2위는 테슬라 모델

4. 리플 등 암호화폐, 트럼프 취임 앞두고 상승

5. 트형, 그린란드 매입 협상 앞두고 머스크 측근 투입 고려중

6. 미 연준 월러, 올해 여러 차례 금리 인하 가능

7. 미국 BOA, 모건 스탠리 등 은행주들 실적 상회, JP 모건, 골드만 삭스는 어닝 서프라이즈",005930
국민일보,2025-01-17T08:44:24+09:00,https://m.site.naver.com/1AOsd,005930
불로소득좋아,2025-01-17T08:36:33+09:00,나스닥 많이 떨어졌네,005930
댄다고,2025-01-17T08:24:43+09:00,오늘은 510 가나요,005930
단타익선,2025-01-17T08:11:03+09:00,오늘도 버거형들 와주세요 제발요,005930
고민시귀요미,2025-01-17T07:40:51+09:00,오이한번만 오이주이소,005930
삼연속상한,2025-01-17T06:25:12+09:00,"삼전평단
62000
삼물평단170000
상성그룹경영진의소액주주홀대피해를당하면서도
계속 속는이유는?
유보금등
청산가치가월등히
높다는데 꽃혀서
경영진의
밸류업에관심도없는데도
메아리없는외침을목이메이도록외치고있는
소액주주의절규를외면하지말라",005930
왕이될상일까,2025-01-17T03:28:18+09:00,삼성 액시노스 거부한 TSMC https://kekewo.net/tsmc-%ec%82%bc%ec%84%b1-%ec%97%91%ec%8b%9c%eb%85%b8%ec%8a%a4,005930
꽈알랑,2025-01-17T00:31:42+09:00,곧 봄이다 내 삼전주에도 빨간 물이들길..,005930
니니황,2025-01-17T00:03:01+09:00,먼저 갑니다 수고,005930
