Code,Name,Volatility,TotalReturn,AvgReturn,Sector,Volume,Amount,Marcap,Risk
267320,나인테크,3.18,24.77,0.9061343000757301,전기제품,83942,169422690,89074772160,2
261780,차백신연구소,4.89,15.68,0.43712117280398305,제약,311650,1008118730,89058163360,3
073560,우리손에프앤지,2.18,6.82,0.12281672669433893,식품,53580,68616572,88970371255,1
090470,제이스텍,5.43,23.54,0.7357387284149912,디스플레이장비및부품,27357,139200580,88955863460,3
900340,윙입푸드,3.32,-7.37,-0.7235284538076843,식품,637530,1098312104,88041233280,2
001540,안국약품,2.06,7.14,0.08662103622962827,제약,19246,128574790,88036335000,1
232680,라온테크,3.09,18.81,0.7458457563896279,반도체와반도체장비,94693,660530980,87864980340,2
038460,바이오스마트,3.7,22.08,0.7932391607437275,전자장비와기기,88156,293561015,87520045110,2
040910,아이씨디,3.82,16.77,0.45569295781065705,디스플레이장비및부품,21828,102117715,87299092500,2
107600,새빗켐,4.62,20.26,0.4769886889172754,전기제품,22731,393361850,87226852950,2
294630,서남,5.66,25.61,0.9043681105000978,에너지장비및서비스,795728,2852161830,87045436170,3
033830,티비씨,2.74,-6.86,0.015974571271933,방송과엔터테인먼트,509491,445137062,86900000000,2
408920,메쎄이상,1.4,0.5,-0.19392225310749367,양방향미디어와서비스,9665,19427017,86897234550,1
021320,KCC건설,1.38,2.92,0.04336805086628506,건설,26450,105838210,86777000000,1
044340,위닉스,2.08,8.75,0.260896767460431,가정용기기와용품,61532,294580830,86596744125,1
011370,서한,2.21,12.63,0.46965889370521297,건설,131260,111637783,86366004440,1
002800,신신제약,3.26,21.06,0.6819375460978043,제약,116438,656605210,86320145000,2
052790,액토즈소프트,3.95,27.9,1.0315286581071899,게임엔터테인먼트,37017,279137040,86226155180,2
208140,정다운,3.18,0.0,-0.1375459797539946,식품,194256,511050275,86122988210,2
340360,다보링크,7.14,12.69,0.46468846357021004,통신장비,619567,1234200952,85908659760,3
365270,큐라클,3.51,17.9,0.54612202140524,제약,46367,284057130,85879861920,2
366030,공구우먼,4.63,18.65,0.46367335529865805,"섬유,의류,신발,호화품",42091,159979940,85744822250,2
053160,프리엠스,11.07,-4.8,1.0219880151389038,기계,147632,2155323010,85680000000,3
043650,국순당,2.92,15.54,0.5124295247074454,음료,29377,140837490,85630567680,2
024880,케이피에프,2.79,22.52,0.8873126924326032,기계,104766,430265520,85523369730,2
163730,핑거,4.18,10.67,0.011047952359534275,IT서비스,125936,1142974690,85508001040,2
172670,에이엘티,8.44,87.06,3.032023092101051,반도체와반도체장비,1323907,13032925440,85480870860,3
053450,세코닉스,3.77,27.65,0.8890580954382936,전자장비와기기,197670,1136125990,85354473310,2
054040,한국컴퓨터,3.85,15.43,0.5571096165826918,디스플레이장비및부품,153447,802575880,85338549900,2
187660,현대ADM,9.74,30.25,1.6719267014087484,제약,28975606,56525824872,85333520315,3
123420,위메이드플레이,3.3,11.76,0.18896436906763397,게임엔터테인먼트,27964,203846440,84991529220,2
357880,비트나인,4.35,-2.53,-0.5365871600706358,소프트웨어,842184,2133669220,84976383540,2
032850,비트컴퓨터,3.32,15.87,0.43533486646315267,건강관리기술,76550,387439655,84945027230,2
038540,상상인,2.73,9.26,0.1855425566999821,은행,60527,92837731,84873632142,2
186230,그린플러스,3.35,-2.12,-0.5794636420729841,건축자재,27399,212242910,84722072040,2
352090,스톰테크,1.96,6.97,0.11637811858262552,가정용기기와용품,33829,105632610,84515578710,1
187870,디바이스이엔지,2.9,10.5,0.1901930466316032,디스플레이장비및부품,6351,76104860,84439308000,2
333620,엔시스,2.98,14.0,0.439390528282522,전자장비와기기,12636,100918340,84239625120,2
